IssueNo,number
170418001,1,2,4
170418002,4,4,6
170418003,1,6,6
170418004,1,6,6
170418005,2,4,4
170418006,1,2,5
170418007,1,3,6
170418008,2,3,6
170418009,3,4,5
170418010,2,6,6
170418011,3,4,4
170418012,2,5,6
170418013,2,4,6
170418014,2,5,5
170418015,3,4,5
170418016,1,2,3
170418017,1,5,5
170418018,2,4,6
170418019,4,5,5
170418020,5,6,6
170418021,2,3,6
170418022,1,1,4
170418023,1,2,6
170418024,1,1,3
170418025,3,4,6
170418026,1,2,6
170418027,1,4,5
170418028,1,3,6
170418029,1,4,6
170418030,1,1,2
170418031,1,2,4
170418032,2,6,6
170418033,1,4,4
170418034,4,5,6
170418035,4,4,5
170418036,1,2,4
170418037,4,5,5
170418038,1,2,3
170418039,4,4,5
170418040,1,3,5
170418041,1,4,5
170418042,4,4,5
170418043,1,3,6
170418044,1,4,4
170418045,1,4,4
170418046,3,6,6
170418047,2,2,5
170418048,1,2,3
170418049,1,2,4
170418050,1,4,5
170418051,2,4,4
170418052,1,1,6
170418053,3,5,6
170418054,1,3,5
170418055,3,5,6
170418056,1,3,6
170418057,2,2,3
170418058,1,5,6
170418059,6,6,6
170418060,3,5,5
170418061,1,2,3
170418062,3,3,5
170418063,2,3,4
170418064,5,5,6
170418065,2,3,6
170418066,2,3,6
170418067,4,4,6
170418068,1,2,2
170418069,1,1,1
170418070,1,1,5
170418071,4,5,6
170418072,2,2,2
170418073,2,3,6
170419001,2,2,5
170419002,2,4,5
170419003,3,5,6
170419004,2,2,6
170419005,1,3,4
170419006,5,6,6
170419007,1,1,1
170419008,1,2,2
170419009,1,1,2
170419010,3,3,5
170419011,2,2,5
170419012,4,4,6
170419013,2,3,3
170419014,4,5,6
170419015,1,4,6
170419016,4,4,6
170419017,1,4,4
170419018,2,4,5
170419019,1,4,4
170419020,4,6,6
170419021,1,1,3
170419022,1,1,2
170419023,1,2,2
170419024,6,6,6
170419051,3,4,6
170419052,1,2,3
170419053,2,5,5
170419054,1,3,5
170419055,2,2,6
170419056,2,4,6
170419057,3,3,4
170419058,3,5,6
170419059,1,3,5
170419060,2,4,6
170419061,2,5,6
170419062,3,4,6
170419063,1,5,6
170419064,1,5,5
170419065,1,2,6
170419066,1,2,5
170419067,3,3,5
170419068,2,2,6
170419069,1,2,3
170419070,1,4,5
170419071,4,4,4
170419072,1,5,6
170419073,5,5,6
170420001,2,4,6
170420002,3,3,5
170420003,2,3,6
170420004,1,4,4
170420005,1,2,5
170420006,2,4,4
170420007,2,3,6
170420008,2,3,4
170420009,1,1,2
170420010,1,4,5
170420011,2,3,4
170420012,1,3,5
170420013,4,4,6
170420014,1,2,6
170420015,2,3,5
170420016,1,1,3
170420017,2,4,6
170420018,2,4,6
170420019,1,3,5
170420020,1,3,5
170420021,2,3,6
170420022,2,3,4
170420023,2,3,3
170420024,2,4,5
170420025,2,4,5
170420026,1,2,3
170420027,1,3,5
170420028,1,1,3
170420029,1,4,5
170420030,1,2,6
170420031,1,3,4
170420032,1,4,4
170420033,2,3,6
170420034,1,3,6
170420035,1,3,4
170420036,1,6,6
170420037,2,6,6
170420038,3,4,5
170420039,4,4,4
170420040,1,2,5
170420041,1,5,6
170420042,1,3,5
170420043,2,4,6
170420044,3,3,6
170420045,2,3,6
170420046,1,2,6
170420047,2,3,5
170420048,2,4,5
170420049,1,2,5
170420050,1,2,6
170420051,1,2,6
170420052,1,1,3
170420053,3,5,5
170420054,4,5,6
170420055,1,2,3
170420056,2,2,3
170420057,3,6,6
170420058,1,2,5
170420059,3,4,5
170420060,2,5,6
170420061,1,3,6
170420062,2,2,6
170420063,3,4,6
170420064,1,4,4
170420065,2,2,3
170420066,1,3,5
170420067,1,5,6
170420068,2,5,6
170420069,2,5,6
170420070,3,3,5
170420071,3,5,6
170420072,1,3,6
170420073,1,2,3
170421001,2,3,4
170421002,1,4,6
170421003,1,3,6
170421004,3,3,6
170421005,2,4,6
170421006,1,2,2
170421007,2,4,4
170421008,4,5,6
170421009,1,1,6
170421010,1,2,4
170421011,2,6,6
170421012,1,1,1
170421013,2,2,5
170421014,3,5,6
170421015,5,6,6
170421016,1,1,4
170421017,4,4,5
170421018,3,3,4
170421019,1,1,6
170421020,3,5,5
170421021,3,5,5
170421022,4,4,4
170421023,2,2,5
170421024,2,2,6
170421025,3,4,4
170421026,1,3,6
170421027,1,1,3
170421028,5,5,5
170421029,3,6,6
170421030,1,6,6
170421031,3,5,6
170421032,1,4,5
170421033,1,3,4
170421034,3,4,4
170421035,3,3,4
170421036,1,2,5
170421037,2,5,6
170421038,2,2,3
170421039,1,2,3
170421040,1,3,6
170421041,2,3,6
170421042,2,4,4
170421043,1,4,6
170421044,4,4,5
170421045,1,2,5
170421046,2,4,5
170421047,2,5,6
170421048,1,3,6
170421049,3,4,5
170421050,3,4,6
170421051,1,1,6
170421052,4,5,6
170421053,1,4,4
170421054,3,6,6
170421055,1,3,3
170421056,1,2,5
170421057,1,5,6
170421058,2,3,4
170421059,1,5,5
170421060,4,5,5
170421061,1,3,4
170421062,2,2,5
170421063,4,4,5
170421064,1,4,5
170421065,1,1,4
170421066,2,2,5
170421067,3,5,5
170421068,1,3,6
170421069,2,4,5
170421070,1,2,4
170421071,1,2,6
170421072,3,5,6
170421073,2,3,6
170422001,1,2,3
170422002,1,1,4
170422003,4,5,5
170422004,1,2,4
170422005,1,2,6
170422006,1,2,4
170422007,3,4,6
170422008,2,5,5
170422009,4,5,6
170422010,2,2,6
170422011,1,2,6
170422012,4,5,6
170422013,2,5,6
170422014,2,4,6
170422015,1,4,5
170422016,2,5,6
170422017,1,2,3
170422018,2,4,5
170422019,2,3,6
170422020,2,4,5
170422021,3,3,3
170422022,4,5,5
170422023,3,4,4
170422024,1,2,5
170422025,2,5,6
170422026,3,4,4
170422027,1,5,5
170422028,3,4,4
170422029,4,5,6
170422030,2,4,6
170422031,2,3,6
170422032,2,2,5
170422033,3,4,6
170422034,2,4,6
170422035,2,3,4
170422036,3,4,4
170422037,1,4,6
170422038,3,4,4
170422039,3,4,6
170422040,4,5,6
170422041,3,5,6
170422042,2,3,4
170422043,2,4,6
170422044,3,5,6
170422045,2,4,4
170422046,1,1,3
170422047,5,6,6
170422048,2,4,5
170422049,1,3,4
170422050,1,1,3
170422051,1,1,1
170422052,5,6,6
170422053,1,1,6
170422054,1,4,6
170422055,2,4,5
170422056,4,6,6
170422057,3,4,6
170422058,5,6,6
170422059,3,4,5
170422060,1,5,5
170422061,1,3,5
170422062,1,2,3
170422063,1,5,6
170422064,3,5,5
170422065,1,4,4
170422066,2,3,4
170422067,1,2,5
170422068,1,3,4
170422069,2,3,5
170422070,1,4,4
170422071,1,2,4
170422072,1,3,6
170422073,2,3,5
170423001,2,4,6
170423002,2,6,6
170423003,1,3,6
170423004,2,3,3
170423005,1,2,4
170423006,2,2,6
170423007,2,3,4
170423008,1,3,3
170423009,2,6,6
170423010,4,5,5
170423011,4,5,6
170423012,1,3,6
170423013,1,2,3
170423014,1,3,4
170423015,1,3,3
170423016,1,1,2
170423017,4,4,5
170423018,1,1,4
170423019,2,5,5
170423020,1,6,6
170423021,2,3,3
170423022,1,5,6
170423023,1,5,6
170423024,3,6,6
170423025,1,4,6
170423026,1,2,3
170423027,1,2,3
170423028,1,2,2
170423029,1,5,6
170423030,3,5,5
170423031,1,1,2
170423032,3,5,5
170423033,1,4,6
170423034,2,3,4
170423035,3,5,6
170423036,2,3,4
170423037,3,4,5
170423038,2,4,5
170423039,3,6,6
170423040,1,2,5
170423041,1,2,2
170423042,2,4,6
170423043,3,4,6
170423044,1,1,5
170423045,2,2,6
170423046,3,4,6
170423047,1,1,3
170423048,3,6,6
170423049,1,2,4
170423050,4,5,6
170423051,2,4,5
170423052,2,3,3
170423053,2,2,3
170423054,2,3,4
170423055,3,4,5
170423056,3,4,5
170423057,2,3,4
170423058,1,4,6
170423059,1,5,6
170423060,1,3,5
170423061,2,2,5
170423062,4,4,5
170423063,3,5,5
170423064,1,2,4
170423065,4,5,5
170423066,1,1,5
170423067,3,6,6
170423068,5,5,6
170423069,4,5,5
170423070,4,5,5
170423071,1,3,6
170423072,3,4,6
170423073,4,5,5
170424001,2,2,3
170424002,1,2,6
170424003,3,3,4
170424004,1,3,3
170424005,2,3,3
170424006,1,2,6
170424007,2,3,6
170424008,2,3,5
170424009,3,3,6
170424010,2,4,5
170424011,3,4,5
170424012,1,5,6
170424013,1,1,2
170424014,2,3,6
170424015,1,5,5
170424016,4,4,4
170424017,1,2,6
170424018,1,4,4
170424019,1,3,4
170424020,3,4,6
170424021,1,4,5
170424022,3,4,4
170424023,3,3,5
170424024,1,3,6
170424025,1,6,6
170424026,1,3,3
170424027,1,2,4
170424028,3,4,6
170424029,2,2,6
170424030,2,3,6
170424031,1,4,6
170424032,3,3,4
170424033,1,3,4
170424034,2,2,3
170424035,2,4,5
170424036,1,2,6
170424037,2,2,6
170424038,1,3,6
170424039,2,2,6
170424040,5,6,6
170424041,3,4,6
170424042,3,4,6
170424043,1,5,6
170424044,2,4,6
170424045,2,2,5
170424046,1,2,6
170424047,1,2,3
170424048,4,6,6
170424049,3,3,5
170424050,5,6,6
170424051,2,3,4
170424052,1,5,6
170424053,1,5,6
170424054,4,5,6
170424055,2,2,4
170424056,1,1,3
170424057,1,2,6
170424058,1,3,6
170424059,3,3,5
170424060,3,5,6
170424061,1,4,6
170424062,1,3,4
170424063,1,3,6
170424064,3,5,5
170424065,4,5,6
170424066,2,4,4
170424067,1,4,4
170424068,6,6,6
170424069,3,4,4
170424070,1,2,5
170424071,3,5,5
170424072,1,1,5
170424073,1,2,3
170425001,6,6,6
170425002,4,4,6
170425003,3,3,6
170425004,2,4,6
170425005,1,3,5
170425006,1,1,5
170425007,3,4,5
170425008,1,1,2
170425009,4,4,4
170425010,3,4,5
170425011,1,1,6
170425012,1,4,6
170425013,3,4,6
170425014,1,4,5
170425015,2,3,4
170425016,2,5,5
170425017,4,4,5
170425018,2,2,4
170425019,1,2,3
170425020,2,4,4
170425021,5,5,6
170425022,1,4,4
170425023,1,2,4
170425024,1,2,3
170425025,1,1,5
170425026,3,5,6
170425027,1,5,5
170425028,3,4,5
170425029,1,2,4
170425030,2,3,4
170425031,1,2,3
170425032,3,4,5
170425033,2,3,5
170425034,1,3,5
170425035,4,5,6
170425036,1,3,6
170425037,2,6,6
170425038,4,6,6
170425039,3,4,6
170425040,1,2,4
170425041,3,6,6
170425042,3,5,6
170425043,2,4,6
170425044,1,5,5
170425045,1,2,4
170425046,1,1,5
170425047,1,4,4
170425048,1,2,5
170425049,2,2,6
170425050,1,2,5
170425051,2,2,3
170425052,1,3,3
170425053,1,3,4
170425054,2,5,6
170425055,1,2,2
170425056,1,1,2
170425057,3,4,6
170425058,2,5,5
170425059,3,4,6
170425060,3,4,5
170425061,5,6,6
170425062,3,4,4
170425063,1,1,2
170425064,1,2,3
170425065,2,4,4
170425066,4,5,5
170425067,2,4,5
170425068,3,6,6
170425069,1,2,5
170425070,2,3,5
170425071,3,3,6
170425072,5,6,6
170425073,2,4,4
170426001,1,6,6
170426002,2,6,6
170426003,2,2,4
170426004,1,2,2
170426005,3,4,6
170426006,2,3,6
170426007,3,5,6
170426008,3,3,5
170426009,3,4,5
170426010,1,3,4
170426011,4,4,6
170426012,1,1,3
170426013,3,4,5
170426014,3,4,4
170426015,1,1,5
170426016,1,4,5
170426017,3,4,6
170426018,3,3,6
170426019,1,3,5
170426020,2,3,3
170426021,1,5,5
170426022,2,3,4
170426023,2,3,5
170426024,2,2,6
170426025,2,2,5
170426026,2,3,3
170426027,5,5,6
170426028,6,6,6
170426029,2,3,4
170426030,1,2,6
170426031,2,2,6
170426032,1,3,5
170426033,1,3,5
170426034,1,3,6
170426035,5,6,6
170426036,1,3,4
170426037,3,4,6
170426038,2,2,4
170426039,1,2,6
170426040,1,2,5
170426041,2,3,6
170426042,3,3,6
170426043,1,2,2
170426044,1,2,6
170426045,3,6,6
170426046,2,2,4
170426047,4,4,5
170426048,1,4,5
170426049,2,4,6
170426050,1,2,5
170426051,1,1,6
170426052,1,2,4
170426053,2,4,5
170426054,1,3,6
170426055,1,3,4
170426056,1,3,6
170426057,1,2,5
170426058,1,4,5
170426059,1,1,4
170426060,2,4,6
170426061,4,4,6
170426062,1,2,6
170426063,4,5,6
170426064,3,5,5
170426065,1,2,4
170426066,1,4,5
170426067,1,4,5
170426068,1,1,3
170426069,1,3,5
170426070,2,3,4
170426071,2,2,5
170426072,2,3,4
170426073,1,2,6
170427001,2,4,6
170427002,1,4,5
170427003,2,4,6
170427004,1,3,4
170427005,2,3,5
170427006,2,3,4
170427007,3,5,5
170427008,1,3,5
170427009,4,4,6
170427010,2,2,3
170427011,1,1,3
170427012,1,4,5
170427013,1,2,2
170427014,1,5,5
170427015,1,2,6
170427016,1,3,6
170427017,2,5,6
170427018,2,4,4
170427019,1,2,3
170427020,4,5,6
170427021,2,3,4
170427022,1,3,6
170427023,5,6,6
170427024,1,4,5
170427025,4,6,6
170427026,3,4,6
170427027,1,2,6
170427028,2,3,6
170427029,4,4,5
170427030,3,5,5
170427031,3,5,6
170427032,2,2,4
170427033,1,2,2
170427034,2,2,3
170427035,2,3,4
170427036,3,6,6
170427037,2,2,6
170427038,1,2,4
170427039,2,3,5
170427040,4,5,6
170427041,2,3,5
170427042,2,2,5
170427043,2,3,5
170427044,2,4,4
170427045,1,2,2
170427046,1,4,4
170427047,3,3,6
170427048,2,5,6
170427049,3,5,6
170427050,4,5,5
170427051,2,3,5
170427052,2,3,6
170427053,1,6,6
170427054,3,5,5
170427055,1,1,4
170427056,3,5,5
170427057,4,5,6
170427058,3,5,5
170427059,4,5,6
170427060,1,3,5
170427061,4,4,5
170427062,4,4,4
170427063,1,1,2
170427064,1,2,5
170427065,3,5,6
170427066,1,4,6
170427067,2,3,4
170427068,2,5,5
170427069,2,5,5
170427070,5,6,6
170427071,1,5,6
170427072,1,1,5
170427073,1,4,5
170428001,1,3,4
170428002,2,2,6
170428003,4,6,6
170428004,1,4,4
170428005,3,3,5
170428006,5,5,6
170428007,2,3,5
170428008,2,2,2
170428009,1,3,4
170428010,2,3,4
170428011,2,3,6
170428012,3,3,6
170428013,4,4,5
170428014,3,5,6
170428015,1,2,2
170428016,2,3,4
170428017,1,1,3
170428018,2,4,6
170428019,1,2,4
170428020,1,5,6
170428021,4,4,5
170428022,4,5,6
170428023,1,2,4
170428024,2,2,4
170428025,1,4,4
170428026,1,5,6
170428027,1,2,5
170428028,3,5,6
170428029,1,1,4
170428030,3,4,5
170428031,1,3,4
170428032,5,5,6
170428033,1,2,6
170428034,2,4,5
170428035,4,4,5
170428036,1,2,5
170428037,1,1,2
170428038,3,4,6
170428039,1,2,4
170428040,1,1,6
170428041,1,1,5
170428042,1,2,3
170428043,3,3,3
170428044,4,6,6
170428045,4,4,6
170428046,1,1,5
170428047,2,3,3
170428048,3,5,5
170428049,4,5,6
170428050,1,1,4
170428051,1,2,5
170428052,2,5,5
170428053,3,4,4
170428054,1,2,2
170428055,4,4,6
170428056,2,2,3
170428057,3,5,5
170428058,1,2,6
170428059,1,3,4
170428060,3,3,6
170428061,1,2,6
170428062,3,4,5
170428063,1,3,6
170428064,3,4,6
170428065,2,4,6
170428066,3,4,6
170428067,2,2,5
170428068,1,2,4
170428069,1,2,4
170428070,2,5,6
170428071,2,4,6
170428072,1,2,6
170428073,2,2,5
170429001,1,3,5
170429002,2,2,3
170429003,1,2,3
170429004,1,4,5
170429005,1,3,6
170429006,1,4,5
170429007,1,2,3
170429008,4,5,5
170429009,2,3,5
170429010,1,3,3
170429011,2,3,5
170429012,1,2,4
170429013,1,2,4
170429014,2,4,6
170429015,2,2,5
170429016,6,6,6
170429017,3,6,6
170429018,2,4,5
170429019,2,2,5
170429020,3,4,5
170429021,3,5,6
170429022,2,2,5
170429023,3,4,6
170429024,1,3,4
170429025,5,5,6
170429026,2,5,6
170429027,2,3,6
170429028,2,3,5
170429029,2,2,4
170429030,1,2,2
170429031,2,2,3
170429032,2,2,2
170429033,2,6,6
170429034,1,4,6
170429035,1,6,6
170429036,1,4,6
170429037,2,3,5
170429038,2,6,6
170429039,3,4,6
170429040,2,2,6
170429041,1,3,6
170429042,1,1,4
170429043,4,4,5
170429044,2,5,6
170429045,2,2,5
170429046,5,6,6
170429047,1,2,3
170429048,4,5,6
170429049,2,3,6
170429050,3,4,6
170429051,2,3,3
170429052,1,2,3
170429053,1,3,6
170429054,4,4,6
170429055,1,4,6
170429056,1,5,6
170429057,2,2,6
170429058,5,5,6
170429059,1,2,4
170429060,1,5,6
170429061,2,3,6
170429062,4,4,5
170429063,1,3,5
170429064,1,2,5
170429065,1,1,5
170429066,2,3,4
170429067,2,2,6
170429068,2,3,6
170429069,4,5,6
170429070,3,3,4
170429071,1,4,5
170429072,2,5,5
170429073,2,2,5
170430001,3,3,6
170430002,1,4,6
170430003,3,4,5
170430004,4,6,6
170430005,1,3,4
170430006,2,5,6
170430007,2,2,3
170430008,2,3,3
170430009,4,5,5
170430010,3,4,4
170430011,3,4,6
170430012,4,4,5
170430013,1,6,6
170430014,2,4,5
170430015,1,5,5
170430016,1,4,4
170430017,3,5,6
170430018,2,3,5
170430019,2,2,5
170430020,1,4,6
170430021,2,3,4
170430022,2,2,3
170430023,2,3,6
170430024,3,3,4
170430025,2,3,4
170430026,2,4,5
170430027,1,4,6
170430028,1,1,6
170430029,1,3,6
170430030,1,6,6
170430031,1,2,3
170430032,2,4,6
170430033,3,4,6
170430034,4,4,5
170430035,2,2,4
170430036,1,1,3
170430037,2,4,6
170430038,1,2,3
170430039,4,5,5
170430040,2,5,6
170430041,2,5,6
170430042,2,3,5
170430043,2,3,3
170430044,1,1,4
170430045,4,4,5
170430046,5,5,5
170430047,1,3,3
170430048,1,1,3
170430049,4,5,6
170430050,5,6,6
170430051,2,5,5
170430052,1,2,5
170430053,1,3,5
170430054,2,2,3
170430055,1,4,5
170430056,3,4,5
170430057,1,5,6
170430058,2,3,3
170430059,2,4,6
170430060,1,1,3
170430061,1,2,3
170430062,1,1,2
170430063,1,1,2
170430064,1,1,1
170430065,2,2,2
170430066,3,3,4
170430067,1,5,6
170430068,4,4,5
170430069,1,2,2
170430070,4,5,5
170430071,3,3,5
170430072,1,4,5
170430073,3,4,5
170501001,1,4,4
170501002,2,6,6
170501003,1,5,6
170501004,1,3,6
170501005,1,2,4
170501006,1,5,6
170501007,1,6,6
170501008,1,2,5
170501009,2,4,6
170501010,4,4,6
170501011,1,2,5
170501012,3,3,5
170501013,2,3,6
170501014,6,6,6
170501015,2,2,5
170501016,4,6,6
170501017,1,1,6
170501018,1,2,5
170501019,1,3,4
170501020,1,3,6
170501021,3,3,5
170501022,1,3,5
170501023,4,5,6
170501024,2,2,3
170501025,2,4,5
170501026,2,4,6
170501027,1,4,6
170501028,1,3,6
170501029,2,3,3
170501030,4,5,6
170501031,1,5,5
170501032,1,5,5
170501033,1,5,6
170501034,3,4,5
170501035,1,6,6
170501036,1,3,4
170501037,1,1,5
170501038,1,2,4
170501039,1,2,3
170501040,2,3,4
170501041,1,2,4
170501042,2,3,5
170501043,1,1,6
170501044,3,4,5
170501045,1,2,4
170501046,2,4,5
170501047,2,5,6
170501048,3,3,3
170501049,1,5,6
170501050,2,3,6
170501051,1,2,6
170501052,2,6,6
170501053,3,4,4
170501054,1,2,3
170501055,2,3,6
170501056,5,6,6
170501057,1,2,6
170501058,3,5,6
170501059,1,2,3
170501060,4,4,6
170501061,4,5,6
170501062,1,2,3
170501063,5,5,6
170501064,3,4,5
170501065,1,4,4
170501066,2,5,6
170501067,1,2,5
170501068,5,6,6
170501069,2,3,5
170501070,1,2,3
170501071,3,3,6
170501072,1,6,6
170501073,2,3,6
170502001,3,4,4
170502002,2,2,2
170502003,2,4,6
170502004,1,2,2
170502005,3,4,6
170502006,2,3,3
170502007,1,5,6
170502008,4,4,4
170502009,2,3,5
170502010,2,3,4
170502011,4,5,6
170502012,5,6,6
170502013,1,4,5
170502014,1,5,6
170502015,1,3,5
170502016,4,5,5
170502017,2,3,5
170502018,2,6,6
170502019,1,2,4
170502020,2,4,6
170502021,2,2,5
170502022,2,3,5
170502023,1,1,4
170502024,2,4,6
170502025,2,5,6
170502026,2,4,5
170502027,3,6,6
170502028,1,5,6
170502029,2,3,4
170502030,2,3,3
170502031,1,1,5
170502032,3,4,5
170502033,3,3,3
170502034,1,1,1
170502035,1,1,2
170502036,1,1,5
170502037,1,1,4
170502038,3,5,6
170502039,1,5,6
170502040,1,2,4
170502041,1,2,2
170502042,1,5,6
170502043,3,3,4
170502044,1,2,3
170502045,5,6,6
170502046,2,3,5
170502047,3,4,5
170502048,3,4,4
170502049,1,3,4
170502050,3,5,6
170502051,5,6,6
170502052,1,3,3
170502053,2,3,6
170502054,2,3,4
170502055,3,3,3
170502056,1,4,6
170502057,1,4,6
170502058,1,4,5
170502059,1,2,6
170502060,1,3,5
170502061,1,2,6
170502062,3,3,5
170502063,3,4,4
170502064,2,4,4
170502065,3,4,4
170502066,2,2,4
170502067,1,2,6
170502068,1,2,6
170502069,1,4,6
170502070,4,5,5
170502071,2,2,4
170502072,1,3,5
170502073,2,5,6
170503001,3,4,6
170503002,1,3,4
170503003,1,3,5
170503004,1,4,4
170503005,3,3,6
170503006,1,5,6
170503007,3,4,6
170503008,2,5,5
170503009,3,3,6
170503010,2,3,4
170503011,2,4,5
170503012,4,5,6
170503013,1,5,6
170503014,2,3,5
170503015,1,1,3
170503016,1,2,5
170503017,2,6,6
170503018,2,4,6
170503019,1,3,6
170503020,1,2,3
170503021,1,1,4
170503022,1,1,3
170503023,2,2,5
170503024,1,1,6
170503025,2,4,6
170503026,1,1,4
170503027,1,4,5
170503028,1,6,6
